# RFScore data generated using PDBBind v2012
57.2989,981.809,5.7992,0,7.21115,7,749,259,300,17,0,0,0,0,1976,674,782,34,0,0,0,0,424,143,168,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.776,479.9,1.00229,17.1603,1.04153,6,917,256,343,14,209,58,73,4,135,38,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.1163,842.852,7.19237,10.1219,5.38545,2,933,305,611,9,956,301,580,9,146,46,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.523,1172.8,3.17472,0,5.02146,6,1953,557,811,9,0,0,0,0,1291,357,516,4,0,0,0,0,0,0,0,0,224,60,94,2,0,0,0,0,0,0,0,0,0,0,0,0
60.1251,665.651,4.40154,1.38693,5.84605,4,899,268,434,5,176,54,88,1,332,109,173,2,0,0,0,0,0,0,0,0,175,47,79,1,0,0,0,0,0,0,0,0,0,0,0,0
93.5058,1067.78,4.3854,20.1253,1.87821,1,2133,562,643,0,465,121,146,0,421,108,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.909,1573.17,11.8464,4.11732,8.48038,6,2304,645,951,21,429,115,169,2,1656,455,656,16,0,0,0,0,224,56,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.228,889.868,4.41384,37.2826,0.961317,3,1553,496,771,5,135,44,73,1,550,170,251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.1433,732.139,4.27203,8.84575,7.05303,0,1445,329,381,24,0,0,0,0,1184,266,312,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.5904,866.648,4.33791,12.956,8.03997,0,1411,319,491,9,0,0,0,0,1149,260,380,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137.954,1808.46,16.5746,26.0082,10.3156,6,2658,787,1223,26,415,129,192,4,1636,478,725,14,0,0,0,0,407,120,187,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.3141,1309.33,2.97646,0,1.67079,25,2483,734,795,50,0,0,0,0,1337,396,432,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
