-1.72937,39.2707,553.287,4.58414,21.0663,1,1169,361,489,25,153,48,63,3,149,45,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.39353,55.6671,665.577,5.39642,7.16096,3.22791,1087,271,367,5,219,54,77,1,422,106,147,2,0,0,0,0,0,0,0,0,224,49,67,1,0,0,0,0,0,0,0,0,0,0,0,0
-4.36505,52.5673,599.674,4.26344,1,7.41718,685,178,299,18,521,137,221,13,146,38,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.03263,30.1323,466.842,0.21489,0,0.74943,824,300,355,5,0,0,0,0,810,283,335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5013,34.0434,598.151,8.10457,0.98345,1,998,253,351,15,398,100,135,6,572,147,203,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.94663,30.1829,350.604,2.58272,1,2.23682,591,147,183,0,171,47,59,0,382,98,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.91512,57.2191,688.657,2.6505,5.13637,2,1454,389,612,37,170,44,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.47224,50.8526,617.044,1.29776,10.7937,1.6599,1123,352,510,20,123,39,59,1,449,139,192,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.05854,33.2787,508.861,1.88406,9.03601,1.48285,832,202,319,0,112,28,42,0,319,74,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.33835,51.9294,954.751,3.55826,2.41188,4.03851,1614,477,645,12,0,0,0,0,1273,366,505,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.23705,87.9786,1186.4,9.6338,0,14.2501,1908,576,917,0,0,0,0,0,1738,521,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.54651,71.3801,637.119,7.19316,0,7.81617,644,198,264,10,0,0,0,0,948,288,383,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.296,48.0701,652.758,4.22801,1.13763,8.46467,752,191,492,4,99,26,66,0,540,139,353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.84536,60.6043,705.985,3.53252,5.5864,1.9757,1502,407,629,36,161,45,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.85274,55.9688,767.058,3.86168,27.6843,5.75008,1507,422,665,9,164,49,76,1,306,97,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.33911,48.5426,614.255,4.0427,9.56671,5.78948,1020,301,479,6,168,52,80,1,322,106,167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
