1169,361,489,25,153,48,63,3,149,45,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,271,367,5,219,54,77,1,422,106,147,2,0,0,0,0,0,0,0,0,224,49,67,1,0,0,0,0,0,0,0,0,0,0,0,0
685,178,299,18,521,137,221,13,146,38,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,300,355,5,0,0,0,0,810,283,335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,253,351,15,398,100,135,6,572,147,203,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,147,183,0,171,47,59,0,382,98,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,389,612,37,170,44,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,352,510,20,123,39,59,1,449,139,192,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,202,319,0,112,28,42,0,319,74,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,477,645,12,0,0,0,0,1273,366,505,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,576,917,0,0,0,0,0,1738,521,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,198,264,10,0,0,0,0,948,288,383,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,191,492,4,99,26,66,0,540,139,353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,407,629,36,161,45,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,422,665,9,164,49,76,1,306,97,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,301,479,6,168,52,80,1,322,106,167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,353,551,33,166,45,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,559,813,9,0,0,0,0,1292,358,516,4,0,0,0,0,0,0,0,0,224,60,94,2,0,0,0,0,0,0,0,0,0,0,0,0
898,268,433,5,176,54,88,1,332,109,173,2,0,0,0,0,0,0,0,0,175,47,78,1,0,0,0,0,0,0,0,0,0,0,0,0
1804,528,676,12,326,88,114,3,928,272,352,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,358,1139,0,132,31,92,0,1137,250,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
