# RFScore data generated using PDBBind v2013
402,98,81,8,88,23,17,2,82,18,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,108,120,5,0,0,0,0,954,296,313,14,0,0,0,0,209,63,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,101,142,0,279,92,121,0,48,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,239,178,0,0,0,0,0,303,87,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,235,207,0,0,0,0,0,597,149,127,0,0,0,0,0,0,0,0,0,118,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,314,387,3,212,56,72,0,816,216,255,4,0,0,0,0,108,27,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,163,156,0,78,24,23,0,232,72,65,0,0,0,0,0,0,0,0,0,79,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
213,66,72,0,0,0,0,0,489,151,160,0,0,0,0,0,70,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,165,158,0,57,13,14,0,212,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,437,458,0,275,90,89,0,416,126,145,0,80,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,110,94,18,0,0,0,0,525,87,77,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,158,137,19,258,74,61,8,477,128,112,15,0,0,0,0,63,17,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,383,416,32,0,0,0,0,763,212,233,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,434,479,26,214,70,75,4,818,255,280,14,0,0,0,0,210,66,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,144,106,6,0,0,0,0,478,118,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,128,148,8,0,0,0,0,294,62,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
