# RFScore data generated using PDBBind v2012
762,262,309,20,0,0,0,0,2050,692,817,39,0,0,0,0,431,144,173,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,261,356,14,213,59,78,4,135,38,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,313,644,9,1001,308,613,9,147,47,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,577,857,9,0,0,0,0,1323,378,556,5,0,0,0,0,0,0,0,0,227,61,97,2,0,0,0,0,0,0,0,0,0,0,0,0
932,276,455,5,179,56,90,1,345,117,186,2,0,0,0,0,0,0,0,0,184,49,85,1,0,0,0,0,0,0,0,0,0,0,0,0
2176,580,676,0,470,124,155,0,438,114,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,662,983,21,434,116,174,2,1724,471,695,16,0,0,0,0,233,57,87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,514,816,5,141,44,74,1,584,180,274,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,341,420,24,0,0,0,0,1240,285,363,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,329,527,9,0,0,0,0,1176,271,422,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,809,1249,26,428,133,196,4,1711,507,771,14,0,0,0,0,417,123,198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,752,872,50,0,0,0,0,1373,402,470,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,382,594,20,283,95,147,5,553,165,273,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,580,623,0,417,119,137,0,478,121,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,57,62,0,0,0,0,0
1769,433,730,12,0,0,0,0,839,204,362,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,415,655,26,0,0,0,0,1311,409,640,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,386,463,0,0,0,0,0,643,159,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,118,189,0,0,0,0,0,866,294,468,0,0,0,0,0,196,62,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,358,597,31,0,0,0,0,715,172,240,13,0,0,0,0,235,55,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,498,913,37,0,0,0,0,1039,319,517,25,0,0,0,0,0,0,0,0,172,46,97,4,0,0,0,0,0,0,0,0,0,0,0,0
1789,505,656,13,0,0,0,0,625,181,244,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,744,1087,24,424,126,186,4,1686,498,744,15,0,0,0,0,414,125,191,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,396,777,0,364,121,261,0,207,66,143,0,0,0,0,0,0,0,0,0,142,37,79,0,0,0,0,0,0,0,0,0,0,0,0,0
887,307,612,8,846,262,517,8,95,33,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,303,558,0,536,158,296,1,893,252,416,0,0,0,0,0,162,42,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,1158,1709,22,1037,304,441,7,1623,402,646,18,0,0,0,0,396,103,157,5,202,55,77,1,0,0,0,0,0,0,0,0,0,0,0,0
2174,473,744,14,199,38,58,2,1816,404,637,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
