# RFScore data generated using PDBBind v2007
1169,361,489,26,153,48,63,3,149,45,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,270,365,5,219,54,77,1,423,106,147,2,0,0,0,0,0,0,0,0,224,49,67,1,0,0,0,0,0,0,0,0,0,0,0,0
684,178,298,18,521,137,221,13,145,38,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,300,354,5,0,0,0,0,811,283,335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,253,351,15,399,100,135,6,572,147,203,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,147,182,0,171,47,59,0,382,98,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,389,612,37,169,45,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,352,511,20,123,39,59,1,448,139,192,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,202,319,0,112,28,42,0,319,75,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,476,645,12,0,0,0,0,1273,365,506,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,574,916,0,0,0,0,0,1736,521,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,198,264,10,0,0,0,0,946,287,383,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,191,491,4,100,26,66,0,540,139,353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,407,627,36,161,45,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,422,665,9,164,49,76,1,306,97,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,301,480,6,167,52,80,1,322,106,167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,353,551,33,166,45,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,557,811,9,0,0,0,0,1291,357,516,4,0,0,0,0,0,0,0,0,224,60,94,2,0,0,0,0,0,0,0,0,0,0,0,0
899,268,434,5,176,54,88,1,332,109,173,2,0,0,0,0,0,0,0,0,175,47,79,1,0,0,0,0,0,0,0,0,0,0,0,0
1801,529,674,12,327,89,114,3,928,273,351,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,359,1138,0,132,31,92,0,1134,250,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,329,381,24,0,0,0,0,1184,266,312,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,734,795,50,0,0,0,0,1337,396,432,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,319,491,9,0,0,0,0,1149,260,380,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,114,166,0,0,0,0,0,829,279,400,0,0,0,0,0,191,60,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,324,574,35,175,47,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,411,725,8,382,102,185,2,1130,287,518,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,365,1076,0,127,32,87,0,1105,252,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,494,612,8,0,0,0,0,596,174,220,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,721,1056,24,414,124,182,4,1615,471,691,15,0,0,0,0,400,120,181,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,402,701,0,0,0,0,0,1313,373,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,402,532,12,0,0,0,0,588,166,217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,161,206,8,137,35,41,2,107,26,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,343,540,46,181,44,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,272,388,14,0,0,0,0,322,81,111,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,395,650,11,0,0,0,0,813,196,311,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,427,609,9,0,0,0,0,1473,386,535,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,363,362,6,0,0,0,0,1326,397,421,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,399,681,11,230,54,82,2,818,198,321,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,217,332,5,0,0,0,0,1206,337,518,8,0,0,0,0,132,40,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,199,259,11,183,48,60,1,487,134,164,5,0,0,0,0,171,47,57,2,202,52,66,3,0,0,0,0,0,0,0,0,0,0,0,0
474,117,148,10,0,0,0,0,686,173,225,15,0,0,0,0,0,0,0,0,237,60,79,5,0,0,0,0,0,0,0,0,0,0,0,0
1129,299,445,30,159,45,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,429,736,16,310,69,117,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,38,62,2,0,0,0,0,0,0,0,0
612,165,203,3,0,0,0,0,1323,365,447,6,0,0,0,0,178,50,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,208,306,10,0,0,0,0,449,106,155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,307,457,2,0,0,0,0,1624,579,885,2,0,0,0,0,265,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,355,531,27,0,0,0,0,1295,395,585,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,354,521,27,0,0,0,0,1298,390,569,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,296,493,30,162,47,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,430,487,7,0,0,0,0,803,234,262,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,214,257,16,184,50,60,4,392,115,134,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,407,530,10,0,0,0,0,1502,456,583,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,248,384,0,344,99,152,0,307,89,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,196,494,0,0,0,0,0,686,163,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,177,287,0,0,0,0,0,705,144,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,299,436,41,178,43,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,170,285,0,0,0,0,0,719,147,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,231,420,5,0,0,0,0,1310,358,647,8,0,0,0,0,149,44,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,227,417,0,0,0,0,0,1247,344,630,0,0,0,0,0,141,43,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,267,366,13,239,53,62,3,464,107,139,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,539,610,35,437,118,136,8,1281,340,386,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,336,486,9,218,65,98,1,1513,454,647,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,298,491,0,882,209,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,296,411,0,900,210,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,378,596,0,899,232,377,0,885,235,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,1022,1397,28,699,199,258,5,3094,806,1124,24,181,49,64,1,208,55,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,168,207,3,0,0,0,0,1138,306,375,6,0,0,0,0,180,50,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,668,813,4,1126,297,357,3,483,137,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,379,594,0,453,122,192,1,1102,287,460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,54,85,0,0,0,0,0,400,145,238,0,0,0,0,0,138,51,81,0,161,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,1094,1562,23,207,54,75,1,2923,730,1035,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,518,620,9,0,0,0,0,386,106,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,480,830,36,0,0,0,0,1000,302,469,25,0,0,0,0,0,0,0,0,171,47,83,4,0,0,0,0,0,0,0,0,0,0,0,0
1083,300,424,29,338,98,123,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,179,224,9,0,0,0,0,481,118,140,6,1424,334,430,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,591,905,0,723,185,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,607,826,28,733,224,309,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,67,95,3,0,0,0,0,0,0,0,0
1673,422,440,29,913,233,241,17,1678,488,491,35,0,0,0,0,330,104,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,304,494,30,162,47,71,3,0,0,0,0,135,37,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,297,458,34,339,97,133,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,668,776,0,390,134,158,0,1505,490,545,2,0,0,0,0,378,131,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,594,865,22,1172,335,483,14,2334,769,1039,35,0,0,0,0,585,198,264,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,867,958,41,0,0,0,0,632,147,168,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,351,549,14,138,38,60,2,371,102,165,4,0,0,0,0,0,0,0,0,159,42,64,2,0,0,0,0,0,0,0,0,0,0,0,0
2025,533,713,23,920,266,366,11,2456,670,936,27,0,0,0,0,553,153,225,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,383,485,6,227,63,75,1,863,245,311,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,334,352,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,614,939,11,194,60,92,1,1346,427,658,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,336,608,12,182,55,92,2,1520,434,806,16,0,0,0,0,193,56,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,314,538,30,348,95,150,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,307,739,0,0,0,0,0,1111,269,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,313,546,30,164,47,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,577,1337,64,97,26,72,0,374,85,268,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,380,543,29,901,206,292,16,1799,479,647,29,0,0,0,0,425,117,153,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,631,850,51,546,165,215,12,400,136,167,11,0,0,0,0,0,0,0,0,66,21,26,2,0,0,0,0,0,0,0,0,0,0,0,0
1821,625,1017,1,174,59,96,0,1280,446,712,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,801,1236,35,202,57,87,6,360,120,179,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,378,584,29,901,211,311,16,1351,362,575,20,0,0,0,0,286,81,131,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,248,344,10,979,241,330,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
