# RFScore data generated using PDBBind v2015
52.776,479.9,1.00229,17.1603,1.04153,5,732,200,283,11,162,44,62,3,116,30,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.2989,981.809,5.7992,0,7.21115,7,674,230,264,15,0,0,0,0,1628,542,654,32,0,0,0,0,344,111,140,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.1163,842.852,7.19237,10.1219,6.86352,2,783,244,499,7,765,241,461,6,126,40,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.4723,815.755,8.95413,31.0116,3.33517,1,1331,337,435,13,0,0,0,0,451,121,159,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.3927,523.947,1.25792,9.37978,1.38668,0,626,146,283,3,231,58,105,0,223,52,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.1328,829.029,3.40547,11.9589,3.25403,2,1191,290,528,4,253,70,108,0,529,133,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.523,1172.8,3.17472,0,5.02146,6,1807,510,679,9,0,0,0,0,1160,319,431,4,0,0,0,0,0,0,0,0,219,58,84,2,0,0,0,0,0,0,0,0,0,0,0,0
87.5879,718.127,4.3672,0,2.63572,4,890,270,384,30,527,167,208,15,352,99,155,15,0,0,0,0,34,9,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.909,1573.17,11.8464,4.11732,8.48038,6,2051,566,821,14,378,101,146,1,1448,392,561,14,0,0,0,0,190,47,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.4693,719.08,3.52066,8.73834,3.35823,2,849,273,392,0,134,41,60,0,379,118,167,0,0,0,0,0,0,0,0,0,111,38,52,0,0,0,0,0,0,0,0,0,0,0,0,0
66.5307,772.19,9.05443,0,5.2023,3,496,139,166,3,0,0,0,0,1100,303,371,7,0,0,0,0,159,44,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.228,889.868,4.41384,37.2826,0.961317,2,1349,438,636,5,123,40,58,1,442,140,204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129.356,1816.89,5.81372,11.5229,5.92474,5,2802,869,1294,6,526,169,245,0,837,265,387,3,162,49,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.1897,1040.61,4.74353,26.5939,0.258472,2,1669,450,520,0,0,0,0,0,623,171,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
